Date,Text_clean
2020-12-31,   SepticEye Ash  Husband Rae u should call your home in i4 GalleRae 
2020-12-31,Ash we love you Ash dont worry about it love i hope you feel better tomorrow 
2020-12-31,Ash we love you ash Rest well
2020-12-31, SepticEye   Ash  Husband Wheres welyn
2020-12-31,Ash No worries Ash Get some rest and relaxationHave a happy new year
2020-12-31, SepticEye   Ash  Husband Not okay that the first thing i think of is COCOMELON
2020-12-31, SepticEye   Ash  Husband Wait can I watch this I want to see it
2020-12-31,Ash  that is not cool JK hope you feel better
2020-12-31, Ash Idlemon tales
2020-12-31,Ash rest well
2020-12-31,   SepticEye Ash  Husband AWESOME ART 
2020-12-31,    Ash       get help bro
2020-12-31,      Ash       the followers are truly bots tho not all of them not the viewers 
2020-12-31,Ash Get well soon Angel queen 
2020-12-31,Ash I just want to snuggle you up in a fluffy blankie feed you hot tea and put you in my pocket 
2020-12-31,   SepticEye Ash  Husband Gonna try ark
2020-12-31,Ash you need some rest youve been doing some crazy hours back to back lt3
2020-12-31,   SepticEye Ash  Husband whats new my dude
